Date,BTC-USD,ETH-USD,SPY
2023-04-21,27276.91015625,1849.9998779296875,398.92108154296875
2023-04-22,27817.5,1874.2286376953125,
2023-04-23,27591.384765625,1862.06201171875,
2023-04-24,27525.33984375,1842.7574462890625,399.3372802734375
2023-04-25,28307.59765625,1866.753662109375,392.9982604980469
2023-04-26,28422.701171875,1866.564208984375,391.33367919921875
2023-04-27,29473.787109375,1908.786376953125,399.12432861328125
2023-04-28,29340.26171875,1892.5128173828125,402.53094482421875
2023-04-29,29248.48828125,1908.9169921875,
2023-04-30,29268.806640625,1876.92431640625,
2023-05-01,28091.568359375,1831.954833984375,402.12445068359375
2023-05-02,28680.537109375,1870.789306640625,397.6048889160156
2023-05-03,29006.30859375,1904.65185546875,394.87579345703125
2023-05-04,28847.7109375,1877.7041015625,392.0788879394531
2023-05-05,29534.384765625,1995.0609130859375,399.3372802734375
2023-05-06,28904.623046875,1900.2218017578125,
2023-05-07,28454.978515625,1873.076416015625,
2023-05-08,27694.2734375,1849.042724609375,399.4437255859375
2023-05-09,27658.775390625,1848.6031494140625,397.6920471191406
2023-05-10,27621.755859375,1842.4014892578125,399.55010986328125
2023-05-11,27000.7890625,1796.4906005859375,398.8533630371094
2023-05-12,26804.990234375,1808.019775390625,398.3307189941406
2023-05-13,26784.078125,1796.1148681640625,
2023-05-14,26930.638671875,1800.5009765625,
2023-05-15,27192.693359375,1817.5499267578125,399.7049865722656
2023-05-16,27036.650390625,1824.1214599609375,397.033935546875
2023-05-17,27398.802734375,1821.859619140625,401.8535461425781
2023-05-18,26832.208984375,1801.728515625,405.7246398925781
2023-05-19,26890.12890625,1812.5894775390625,405.1343078613281
2023-05-20,27129.5859375,1820.47802734375,
2023-05-21,26753.826171875,1804.5313720703125,
2023-05-22,26851.27734375,1817.5347900390625,405.2987976074219
2023-05-23,27225.7265625,1854.380615234375,400.7501525878906
2023-05-24,26334.818359375,1800.0999755859375,397.84686279296875
2023-05-25,26476.20703125,1805.9537353515625,401.2922058105469
2023-05-26,26719.291015625,1828.689697265625,406.4892272949219
2023-05-27,26868.353515625,1831.1182861328125,
2023-05-28,28085.646484375,1910.9141845703125,
2023-05-29,27745.884765625,1893.078125,
2023-05-30,27702.349609375,1901.026611328125,406.64404296875
2023-05-31,27219.658203125,1874.1304931640625,404.3891296386719
2023-06-01,26819.97265625,1862.201416015625,408.2312316894531
2023-06-02,27249.58984375,1907.256591796875,414.1347351074219
2023-06-03,27075.12890625,1892.4124755859375,
2023-06-04,27119.06640625,1890.5135498046875,
